x,y
-3.714770,-5.658171
-5.822940,-4.135925
-5.206856,-4.010457
-4.623465,-4.410303
-3.480197,-4.826033
-6.047479,-4.156216
-4.466771,-2.532394
-3.781409,-4.409096
-5.646753,-6.144998
-4.354337,-7.291499
-6.254830,-5.698659
-4.616220,-5.232673
-2.823757,-6.136291
-3.478100,-5.752738
-4.790432,-5.150183
-7.601006,-5.436250
-5.456800,-6.930543
-7.329901,-6.200122
-7.315568,-4.230600
-4.858375,-8.058893
-5.509701,-4.403355
-5.391739,-5.957612
-5.053188,-5.728199
-7.049064,-5.603975
-5.336553,-1.105116
-4.818926,-6.219222
-3.016698,-5.769833
-4.119400,-6.846959
-2.166572,-6.477297
-3.936388,-3.837249
-4.956171,-5.536009
-3.619644,-4.511762
-6.134561,-5.263560
-5.917467,-6.653841
-5.472000,-3.711818
-2.104548,-1.627606
-4.584239,-6.797896
-5.953636,-3.124564
-6.806981,-6.011238
-5.348508,-2.910792
-6.019430,-3.883290
-2.529384,-5.785940
-3.801171,-7.843857
-4.631725,-5.858326
-8.368788,-4.912720
-3.966664,-8.075849
-6.617827,-6.659719
-5.293186,-5.995334
-5.936600,-7.047571
-4.039644,-6.248657
-4.659615,-5.880305
-3.813613,-5.767198
-3.207104,-5.381287
-3.165862,-3.665162
-6.690127,-4.152793
-1.825180,-6.994579
-4.547220,-6.071591
-3.838163,-4.755797
-5.503357,-3.566950
-5.784435,-5.743264
-2.964025,-2.605628
-5.268396,-4.362343
-4.169351,-7.909451
-5.932196,-7.342941
-5.254389,-6.160967
-4.457490,-3.619244
-3.865699,-1.556191
-4.864556,-4.351906
-3.877796,-3.275935
-5.067488,-4.267898
-2.055804,-6.617005
-4.611721,-4.779326
-5.151583,-6.848651
-1.750314,-5.880260
-1.898274,-6.298423
-4.810047,-4.340077
-4.808442,-6.884087
-5.579280,-5.126777
-5.498585,-5.403684
-7.885342,-6.372969
-4.769881,-6.304748
-5.989794,-6.861042
-4.393632,-3.305196
-6.597053,-5.950176
-3.033839,-5.034098
-4.640050,-6.211854
-4.479521,-5.687381
-7.779106,-6.609460
-7.423797,-3.599200
-3.265441,-6.718136
-3.292097,-1.862814
-5.434028,-3.586873
-3.955656,-5.890834
-6.158279,-6.369673
-5.091782,-9.009449
-3.703721,-6.018382
-3.810547,-6.164626
-0.002005,-8.021712
-5.899003,-4.477977
-0.961712,-7.024413
-1.755591,-6.911329
-2.559363,-5.422693
-1.154416,-2.862807
-5.470998,-1.132233
-6.185652,-6.006216
-1.787559,-6.637960
-5.461441,-5.339840
-3.820684,-4.955012
-5.617960,-5.240445
-3.543276,-3.279799
-4.007173,-7.415254
-4.456787,-6.466676
-2.520867,-8.048919
-3.659814,-7.133880
-2.591328,-4.379042
-4.170417,-4.778377
-5.004734,-4.522119
-4.573854,-4.438979
-4.411549,-9.257572
-5.269900,-3.259547
-2.320603,-5.378962
-4.688464,-6.038657
-3.553572,-4.667229
-5.968051,-4.543310
-2.650069,-6.968082
-4.779676,-4.840438
-3.415284,-6.166588
-5.292430,-6.231613
-3.921565,-4.892107
-4.528540,-7.582121
-6.134394,-4.580549
-6.331046,-5.196250
-5.040610,-6.439128
-4.459366,-3.021257
-4.066189,-5.979284
-6.709471,-4.767428
-2.794359,-4.624721
-2.750482,-4.820888
-6.454326,-5.603210
-3.712112,-4.454268
-5.239028,-5.630833
-3.950609,-3.628846
-2.991555,-4.566308
-3.905080,-7.073707
-6.150853,-5.673567
-2.937039,-4.942755
-3.657770,-7.788119
-6.691894,-3.855959
-4.551371,-7.506317
-3.176162,-5.148731
-0.072217,-3.660785
-3.979368,-5.762450
-4.150970,-5.689763
-6.657609,-4.144502
-4.087127,-9.667845
-5.452698,-6.778898
-3.028078,-5.601868
-2.268303,-7.923065
-6.113093,-3.935143
-5.482246,-7.123734
-5.289421,-6.675522
-3.690422,-3.858534
-6.879792,-5.971950
-4.478048,-5.412495
-3.249530,-5.356015
-5.369119,-7.203626
-7.236478,-6.092453
-4.477799,-4.153198
-5.066067,-2.050229
-4.614133,-6.260801
-3.928521,-6.991624
-4.186052,-8.631931
-3.485273,-5.435767
-4.183557,-5.303572
-6.410048,-6.883717
-2.149776,-4.793889
-5.395309,-4.904164
-3.887847,-2.604059
-2.833887,-4.919032
-5.173191,-2.860250
-4.651737,-6.841553
-6.329783,-6.829380
-5.045541,-4.387683
-3.129635,-3.809181
-4.269949,-4.288546
-1.110440,-4.170351
-2.095090,-7.801743
3.616726,2.407317
0.713873,3.644507
6.818098,2.731014
5.022588,2.252908
3.991833,3.961955
2.935761,5.295039
1.851285,4.017341
3.992202,5.767707
5.872192,0.407751
1.095829,2.031955
3.976085,3.250479
4.774792,4.544384
2.680438,0.833170
5.108116,2.992518
4.574364,2.571245
4.469611,5.763750
2.294519,1.695694
5.691827,5.885101
4.420951,1.639916
1.727744,3.924803
2.855393,6.797358
8.241830,3.873442
5.457617,3.357121
6.442118,3.529384
4.824459,5.574595
5.668698,6.730462
2.274180,2.700616
3.373565,4.796659
3.989039,4.437488
2.975942,3.392478
8.174917,5.991542
1.911626,4.080869
5.968954,2.793879
3.075854,4.526971
4.880662,4.362801
4.492347,7.030738
3.358663,2.789992
5.501752,4.631602
2.661354,5.479959
2.542247,3.543589
4.268884,2.472553
6.429300,0.013411
3.633250,2.179844
6.041770,5.859622
5.892627,5.626917
1.392593,3.779390
2.654874,2.971542
5.096432,3.675927
6.793055,0.566037
3.475820,1.313045
2.271238,5.042659
5.003053,5.868910
6.507234,3.636215
3.275000,5.021677
3.692020,1.734854
3.003809,3.716775
6.627719,3.612903
6.566067,3.671003
4.089751,7.615750
7.460991,3.829350
3.481132,1.120446
5.331461,3.150722
5.429926,4.018552
5.383839,5.247331
5.200754,2.448824
3.573601,4.408680
3.121684,4.611503
5.800714,3.468165
3.557289,0.869482
3.043477,1.095095
4.769431,2.870558
3.348432,4.842898
4.923416,3.605370
5.566599,5.088668
2.325188,4.594010
2.016019,2.342414
6.247643,4.570823
5.726536,3.807117
6.848889,1.222789
4.271691,3.605013
7.782352,5.073815
6.287066,2.391971
8.103917,4.241702
3.220538,7.052029
2.589062,2.230940
4.378423,2.063360
5.520241,3.949134
4.899687,6.374700
2.278471,5.583568
3.492447,5.727236
7.587245,6.986319
4.443653,1.789101
5.221313,3.453937
2.085150,4.637307
3.345407,5.697003
6.177170,3.111984
4.783671,3.170139
4.043334,8.181456
3.325129,3.616996
6.216632,2.957481
3.786610,1.540338
6.517477,4.601994
5.434325,1.270796
5.484799,3.961946
4.222329,1.468879
4.644400,2.227727
4.849476,3.629000
4.222187,4.857025
4.630348,4.327620
5.357028,5.046249
3.283335,3.016032
6.112416,3.764289
6.418132,4.651854
4.062404,4.854756
4.343196,4.968896
7.510071,5.171382
8.163676,1.206617
3.906862,3.134473
4.128988,4.092662
4.177261,5.193151
6.206565,4.154200
3.211104,4.355050
5.740859,4.064818
4.774435,5.634492
3.906853,2.983944
5.730008,4.330177
6.008321,3.107974
2.757365,1.677617
4.080415,4.722627
5.917821,0.810123
5.530268,3.403150
3.166265,6.820152
5.125361,4.775113
8.580712,2.662311
4.134239,5.767513
2.767918,3.644938
4.798747,4.989261
5.337511,2.164220
6.187794,4.801714
3.152918,2.502285
3.940713,1.809980
6.326424,3.048226
4.312679,1.977356
4.137616,5.761417
5.851857,1.107894
3.244863,4.487391
3.982241,2.704130
3.438686,1.537386
4.872358,2.963582
6.439991,3.433928
3.281668,4.574698
6.748645,2.430384
2.175560,2.815541
2.704560,5.996416
2.647807,3.042447
6.939707,4.840809
3.958932,2.359394
4.457179,3.173757
6.974022,3.301992
2.704470,5.012649
6.284224,3.193796
5.887612,3.610860
2.919227,3.412378
3.012407,2.582757
3.321078,4.033257
5.009150,1.554471
3.349642,3.529952
5.425976,3.642351
1.419232,5.464347
7.387892,5.909679
5.545580,4.541969
3.748136,3.816858
3.033481,3.716630
2.584885,4.411792
4.197590,4.684593
5.003285,2.844651
5.994413,1.773883
4.332146,2.727673
5.845383,3.420717
5.134452,4.322196
1.210251,2.144513
4.903319,5.052704
5.588306,5.500139
4.396988,3.685010
3.979726,2.880481
3.483769,2.719069
4.443722,2.556659
4.769287,0.806039
5.371325,3.800175
5.398767,2.838744
3.967095,5.007531
4.497669,6.513814
2.620248,3.162943
3.038364,2.353873
3.544437,2.812891
5.903687,1.818149
5.644442,1.372658
4.121136,5.513704
5.422488,3.942410
5.674583,4.397952
5.671433,5.639484
3.171743,3.427881
5.685328,4.658453
5.566511,5.493795
3.977931,1.509409
6.638005,3.532785
3.906395,3.587629
4.081010,5.043302
6.064674,4.001589
5.540729,3.582901
6.269188,-0.010990
2.977132,3.474094
4.109208,2.108216
5.659377,2.066414
5.055466,3.720424
4.815970,2.290213
4.439676,5.374395
5.544709,4.978248
4.609301,0.980565
4.029722,3.307973
6.681687,5.237921
5.366692,2.249198
4.922095,3.141393
4.364162,1.683707
5.425281,3.489226
5.935997,1.341550
3.038952,9.003398
3.409349,3.965364
5.386057,2.060711
7.320835,3.435560
4.953644,6.261569
3.542893,2.802528
4.211155,1.475020
5.143183,4.243571
5.004404,4.517735
6.027905,4.042044
4.367263,5.364615
3.684428,5.628526
4.439990,4.681194
7.469252,0.136793
4.441034,2.928067
7.290504,2.923756
8.822954,1.242135
5.253683,2.954537
5.487060,2.686274
4.052876,0.799748
4.891685,1.287107
